e7segment,firebaseid,article_cluster,top_keywords,article_count,articles_read,page_duration
4. Good User,LqqklS6EKpgO0yXW0l7p2npOiDq1,10584,"podcast, story, school, david, mackenzie, boys, water, polo",4,5,202.6
3. Normal User,vdjV5nLoDdQmzHxfZkvXWRRkBZR2,10584,"podcast, story, school, david, mackenzie, boys, water, polo",4,2,5
4. Good User,ofIMhYjzjObWKUJ75GphVpO4xU72,10584,"podcast, story, school, david, mackenzie, boys, water, polo",4,3,81.33
3. Normal User,O4UvFAWHdiOHWcISJuJu1488Q1i1,10584,"podcast, story, school, david, mackenzie, boys, water, polo",4,3,53
3. Normal User,hXGWaPxWCIQYK6gjEbcDeYB0b2l2,10584,"podcast, story, school, david, mackenzie, boys, water, polo",4,1,900
4. Good User,wr5povWMVrNiOYcMDeNvDSw90tj2,10584,"podcast, story, school, david, mackenzie, boys, water, polo",4,3,5.67
3. Normal User,0lgW3foJ9ohORwE9eMXB9dc3XeA2,10584,"podcast, story, school, david, mackenzie, boys, water, polo",4,4,101
5. Super User,VM1MOY5WIBUMpXZi2Kitx3KIn612,10584,"podcast, story, school, david, mackenzie, boys, water, polo",4,5,158
4. Good User,tHnttEg9Jsh9UfQcOnYkI3bFK8s2,10584,"podcast, story, school, david, mackenzie, boys, water, polo",4,2,455.5
4. Good User,xNRWF1pkpmSakkjW60hBZGQRmxL2,10584,"podcast, story, school, david, mackenzie, boys, water, polo",4,3,33.33
3. Normal User,C4CQdzAa7oMYAkeFw5g0BkKsbLW2,10584,"podcast, story, school, david, mackenzie, boys, water, polo",4,2,14.5
2. Low Score,U81SCwFiy9chnpjXVGtx2WozTjs2,10584,"podcast, story, school, david, mackenzie, boys, water, polo",4,1,130
4. Good User,4LOeKLQtJ9Rn021stPEOG6kwNBw1,10584,"podcast, story, school, david, mackenzie, boys, water, polo",4,6,229.17
2. Low Score,CZT0smRMgzZkWDvfoarbquJrpNp1,10584,"podcast, story, school, david, mackenzie, boys, water, polo",4,1,56
3. Normal User,3y7LA44JM6Yha0BfrJHuWpmrEKQ2,10584,"podcast, story, school, david, mackenzie, boys, water, polo",4,1,900
2. Low Score,jU6KXqlXUqNDbOPVMdsFCqEbqm82,10584,"podcast, story, school, david, mackenzie, boys, water, polo",4,1,84
3. Normal User,lDLcWgwABkPVlp4sxWAZvR4oLLy2,10584,"podcast, story, school, david, mackenzie, boys, water, polo",4,3,296.33
4. Good User,uYFpEW00u4OWdtwnZXAKMkGJlus1,10584,"podcast, story, school, david, mackenzie, boys, water, polo",4,5,84.8
3. Normal User,rBC4ft7jIxSk9e2nFsEuNmjI8EJ3,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,4,10
4. Good User,BB6cZfsAg4fRfsVKhwqlbt6z3Ko1,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,4,290.25
5. Super User,L01gqowxc9h5TwSyffLVHMgMLsi2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,10,228.7
1. Very Low Score,YiQ81qZsHpbYRdGbtydmQitTUaw2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,1,186
3. Normal User,oF2IPzEwxJRLb5PW6KgHSkE4zaf2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,2,197.5
3. Normal User,dU47h9DK6AgrmuXfo6Xo3hLnKVT2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,3,95.67
4. Good User,I2XXFpTeBvVDCswJbpnfLTmBdB43,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,4,437.75
4. Good User,FVM1O4Th3LgpSxxALBKAB92jUCk2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,7,197.14
3. Normal User,UMzfYneLw5Wwb7WYxzo8IJMkzAv1,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,2,258
4. Good User,JHJM93FXalP0xc5zAm1lIXXOGhu1,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,2,150
5. Super User,c3yFCl7lQdYc69cOivCrpFncSsx1,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,4,145.75
4. Good User,bLJ3lCGlD9dklDsQqXXQBFAixKc2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,7,221.57
4. Good User,scI3a9MlMigbWnmmMadGyDWuRCv2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,4,331.25
4. Good User,Lrcin2gVt5QDgRRqeLg0E9fRDbR2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,3,452.67
4. Good User,CCevyZhi1TP6u16BSFa6A1hgHTt2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,5,44.8
4. Good User,75GH9I5rQnQYYZ5inKMoHUbWS893,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,5,225
3. Normal User,aC0KwA1ENPWMKO5OTa7FIABRTnh1,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,3,52
3. Normal User,eB1ySKQXMYPmWXk1lTuRQ9Xwfux2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,3,43.67
3. Normal User,9KfZK7dOUmaHdNJr9EnEuVVm8RV2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,2,134.5
5. Super User,sPwqzUeITIN6KmQEMQVR1Zzfk8H2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,4,167.75
3. Normal User,ZOv7NyqyArWQSsE9c6mtYmMhWeB3,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,2,471
2. Low Score,enwaD1DAmfODSKNr0sWDUbsMuPH2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,1,156
5. Super User,xuhTxu0NWaZ7x6i8QIEj4oYPyYx2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,7,161
4. Good User,48H0whYSWxcmSDFkgwjmF7bi6Rc2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,4,94
4. Good User,MOzRfKGsoZWy58agEc3lfJuvL2m1,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,3,239.33
3. Normal User,NAucRIu8FeYNKEzWkA0HfAMjzF93,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,2,114
3. Normal User,WrOQEI4HvjRj93AC6oCbvACZ7Gr1,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,2,85.5
3. Normal User,pWK2D1ceaLZDDS6CZcqKsvfZ5YG3,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,3,162
4. Good User,pgKF1j8CpneNzVbxOrc0RGh0afq2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,5,106
3. Normal User,wsFC2g00hMhTL4GlSOMIHozFwBG3,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,3,38.67
4. Good User,2tM8JjgDHgT1mAljCORw9Op5Zoj1,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,7,3.57
2. Low Score,QtNv4ydGawWGLfl4Wsu9cg9WGlr2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,2,182
3. Normal User,tLdFe39AGNaDhCiTp9mBUbJymYU2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,2,33.5
4. Good User,GtcqIWxwwfgFEKCi98mLD3xOTf83,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,4,36
4. Good User,EC8nDSejCme5AqgmNgtoIfAE0po2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,4,45.25
5. Super User,5CkkuSguNNVFyOaiogUHzrizA2f2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,4,510.75
4. Good User,rY6DiiYSpCXyFDl6C5Msp3MP3ap2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,3,48.67
4. Good User,acbpqixiGndUTLPlt2E2YPgYMQT2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,9,26.11
4. Good User,PeaJCFyvZlU3cFy5YqF4fhFIZMn1,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,2,235
4. Good User,yjPk4FyLPBV9gBF7P8EE0CcNszJ2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,4,31
3. Normal User,bVKefJEcgRUDyav5S6zUg59KWfy1,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,2,1
4. Good User,Ng7PhSvwDVMJhVIUNu2AsyePywZ2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,5,69
4. Good User,CrMw7dYPQGQ2PEUIzozwIEoUyRz2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,2,746
4. Good User,LEMjYccVaghFVqMGhj0mYJD9H3K2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,3,27
3. Normal User,Bc3E7MJ7dKZYuRiHiyFmRMoz2C33,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,1,900
4. Good User,nAzxRUhmJOSPyF6NCnouKOQjLV23,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,4,118.75
4. Good User,FkiRLxD91Eah3dXJXjgNXKHeos83,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,4,136.25
4. Good User,1p5rEfJCB9UQnhfti5rA7kKWqiw2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,4,526.5
4. Good User,WjpsyG0zpYWXVw1EaLpzqMbx5NN2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,8,63.88
4. Good User,QUqWdfaYO6blsoIPwEfiPBwb7MD2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,3,92.67
4. Good User,7BzenxoMFwaSmlbxdEU5iOu7lHO2,9532,"police, man, cape town, kzn, killed, murder, found, robbery",81,4,51.25
3. Normal User,9wY7IOwT0STS3Yxmwbj485Yfxg33,9562,"uk, sa, red list, mauritius, ends, ban, travellers, flights",6,2,1.5
3. Normal User,aKuVO2sb7cZTNJqQsCT75FLB2993,9562,"uk, sa, red list, mauritius, ends, ban, travellers, flights",6,1,110
2. Low Score,dwPv1GWMP4bNrC2M37atdpgy68h2,9562,"uk, sa, red list, mauritius, ends, ban, travellers, flights",6,1,99
3. Normal User,QjhnntdLh2cyVHBfEUvmNyzEZYv1,9562,"uk, sa, red list, mauritius, ends, ban, travellers, flights",6,1,472
3. Normal User,YmovljDzArR4g823AS5YzUpQWlz1,10687,"bike, bag, bosses, mtb, helmet, slovenia, retro, singlespeed",10,2,123.5
2. Low Score,rShEpVUVk5gABkW1VqMLecsEfRt2,10687,"bike, bag, bosses, mtb, helmet, slovenia, retro, singlespeed",10,1,280
4. Good User,Pojoe40F2FeIy2Ha697AcmAUOAN2,10687,"bike, bag, bosses, mtb, helmet, slovenia, retro, singlespeed",10,2,29.5
2. Low Score,cBLCgVbqvlVh325mStG3GLzJjan2,10390,"cape town, woman, us, labia, fillers, power, vampire, facial",2,1,222
3. Normal User,xFxiCNhWO1cXTaLZQCclgBwYS273,10678,"covid19, researchers, pill, virus, new, masks, way, vaccines",17,2,46.5
4. Good User,Y1FCnoaqMCaB0vRPXJoQPVQpIK82,10678,"covid19, researchers, pill, virus, new, masks, way, vaccines",17,5,39
2. Low Score,meShqTXudyfibka0njQxV8UHigx1,10678,"covid19, researchers, pill, virus, new, masks, way, vaccines",17,2,76.5
4. Good User,xGptiqelJxMn7981n22FeOaiZKE3,10678,"covid19, researchers, pill, virus, new, masks, way, vaccines",17,9,7
5. Super User,xCFqQIp3LIhTveQ8Y0qjAtUIoaM2,10678,"covid19, researchers, pill, virus, new, masks, way, vaccines",17,3,326.33
4. Good User,srSdBhswefbPprPJhP0XFET9oap1,10110,"covid19, vaccine, pfizer, vaccination, us, people, shots, sa",40,6,146.17
4. Good User,2xGlfr5CaWawP6HHwkFAdVdfcfW2,10110,"covid19, vaccine, pfizer, vaccination, us, people, shots, sa",40,3,60.67
4. Good User,13Y91v0Fc5UgQH4Zs65q56Ii7102,10110,"covid19, vaccine, pfizer, vaccination, us, people, shots, sa",40,8,75.13
2. Low Score,8nuPDsIvRxWZsOU6219L32QxIZH2,10110,"covid19, vaccine, pfizer, vaccination, us, people, shots, sa",40,2,15
1. Very Low Score,d4frreg6GnNvehx1xN7KRHNe6Ik2,10110,"covid19, vaccine, pfizer, vaccination, us, people, shots, sa",40,1,64
4. Good User,3Z1Gyuqq3zONGFy8gY9HrQNi2qH2,10110,"covid19, vaccine, pfizer, vaccination, us, people, shots, sa",40,4,9
2. Low Score,yylDQHljRzLaLDN12AxPc15BdXk1,10110,"covid19, vaccine, pfizer, vaccination, us, people, shots, sa",40,1,28
4. Good User,zskj8YJPYtVPAq0WtsaXVMVkUUw1,10110,"covid19, vaccine, pfizer, vaccination, us, people, shots, sa",40,2,450
3. Normal User,4dY5Byc7LkhpzR49Uf4NHDpR4ti1,10110,"covid19, vaccine, pfizer, vaccination, us, people, shots, sa",40,2,289
3. Normal User,fwb3A9OhsYUnjB6EaN2cwQ5HmJ03,30,"covid19, vaccine, vaccines, sa, us, million, astrazeneca, jj",611,2,2
3. Normal User,jWfEdOJxvWQ9TuJvOevk1jaARJp2,10208,"de, lille, da, elections 2021, cape town, cape, town, listen",3,1,117
2. Low Score,NY1VwbWRWobmpfQHuxtsN5Ds3j83,10208,"de, lille, da, elections 2021, cape town, cape, town, listen",3,1,26
4. Good User,wadSB1MP6NbzDdOpuMRM8fRyR1U2,9110,"fbi, france, attacks, accuses, somalia, pm, president, newly",12,1,900
2. Low Score,SgkREuSnBFaBwiRnAWYHqeUpMXT2,9110,"fbi, france, attacks, accuses, somalia, pm, president, newly",12,1,130
5. Super User,nt3gujikjHNELhew5h7ZAm4IzZx2,9288,"look, inside, gulfstream, new, billion, private, plane, g700",1,9,3.56
3. Normal User,xSGhJ25GlVQUPLu8xrwdVvTCHoq2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,3,179
4. Good User,jqQOpKks6KNpWzBg0owDc4nXI643,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,5,71.2
4. Good User,HAuo8nYpcHSYanCyfPJu63yPqA52,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,4,95.5
2. Low Score,d6WSPWlpImfg26hFEXswYiyC4xM2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,2,54.5
4. Good User,oGbsLMIBUvVriTh9BpUTzyDOul12,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,3,179.33
4. Good User,4wMSqI0Xeug0qpf8c8dV70SORMS2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,3,66
3. Normal User,ILeN2ag148YweqYNrGPcFseKVuu1,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,2,68
3. Normal User,gXgSP7BJPBXIr2zo9RLHKf9kp8T2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,2,900
3. Normal User,50qnP9yNaMT6IFooNLJhgIMMs3z1,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,3,157.67
2. Low Score,sM1Dlfm3JqPjOn8gTAtw9OM5OIB3,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,1,92
4. Good User,sgdFdSoGVCgFVC5I0p3NPDoQW6x1,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,6,47.5
4. Good User,swrTkzYyigXPMPBSaPgMoIy12Wh1,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,4,237.75
4. Good User,jv8HFwZ5dIP4BBGq1WvXKoLyE492,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,3,87.67
3. Normal User,SyL9qiWTQage17yhBdwdnEjDNop1,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,3,74.67
3. Normal User,zGKzns75lJc3O07FUbqaP3rqelB2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,1,233
4. Good User,R7J9lHd2Mxd0apotdbfJ69IP7gX2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,4,205.25
3. Normal User,bUluxjGdlWeNo4XvdPtkRMUVsiH3,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,1,252
2. Low Score,vLHfrs1OSucidbDGO1PvoQiTf4F2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,1,145
4. Good User,tTa8Ig6rE9RYjlVrXetmMAJCvZv2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,11,61.82
3. Normal User,lxu4wdSfbLX6D9V0Zt7iwuLXWJy2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,1,291
4. Good User,JK79WBqFqFWc3NmmI0cDxwHCbN13,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,2,480
3. Normal User,NrVXAbePHshqKNXyTdj35pXZq4A2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,3,456.33
3. Normal User,jRvqlvyaevaOmNE5GVhmhVprzNG3,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,2,477
5. Super User,zopZ6sysPRh4d2euHULQ58ZlK932,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,8,145
4. Good User,18sTQBHya1YbXcnuaaWdWoLoH4d2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,1,2
3. Normal User,GpU7y8qBSchg5YNb7rPHBsdfuq23,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,4,74.25
4. Good User,a7M1M0dbV9XIkYPVnWNV7ahJzTV2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,4,222.5
4. Good User,TT3wcaVsH7bkSjFEb4N08oYix4v2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,5,234.6
5. Super User,EZvVenAVRiN9TZaCVhw2pIZTmRW2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,9,67.78
3. Normal User,lLrDcgNOpUO20WLEOkzq9QxrLz73,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,3,87.67
4. Good User,yFz0yACVIYPhrWLBXUIg1R2zS6R2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,2,307.5
5. Super User,wV4F80XjdUVgWgnPnmaOx37sZLB3,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,6,325.33
4. Good User,0gFnCQeIIXTEDzJOoYJ892VbWw72,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,4,120.75
4. Good User,U4rcorpSGRb4YLVvNDSVZP5t0Ju1,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,4,155
5. Super User,oE6tYBMzFGMiyfMuMRlqZzW91sm1,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,9,101.11
4. Good User,0L9fcMwJg0OMss77hKOanP7uFvN2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,5,203.4
3. Normal User,0fl9VCUlkudSvoCDtIUVJAj3Dt12,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,2,95
4. Good User,WJffXFZZZSPsI0TfWZYn2SZ6K5U2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,7,44.71
4. Good User,WF8mmwXsN3TRFX54wn8NzTUl36v1,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,7,197.71
4. Good User,1OMFWMmO8lQwuJvGoJD7G7Qr4Zq1,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,3,689.67
5. Super User,ZJhdW6JmCgQCNIob3p0sU2aFTzK2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,10,137.6
3. Normal User,lhuv3u8YUleJUyU0mjnvL1CZJb33,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,1,253
4. Good User,GJkwxeH83yWbooT0iJUduhwPnPL2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,3,34.67
4. Good User,XbJVcYxUzIVJ5tYS4L4Xoc0D9eJ2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,6,124
4. Good User,MCXCmwIMkzgS8J1jA1amGU5Gv1F3,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,4,162.5
4. Good User,As65psb9OvV1iGqE5RFD36OSJmE2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,3,178.33
3. Normal User,sloK7J3tTkhx3nRyOc5GVcmCVgx2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,2,129.5
3. Normal User,QGD1zKthS0Wa3SjtgLoyr9NHqqp1,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,2,248.5
4. Good User,ldFp7NjtIkdsqfSYScKxxFTTyq32,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,3,416.33
3. Normal User,vQaxRJOdNwT9L2u0YWVsklJs8Qg1,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,1,262
3. Normal User,hcNjGoIUu5UapMwhz3w4rD03x4c2,10002,"new zealand, children, sa, mother, found, dead, new, zealand",8,5,87.8
4. Good User,l92Rm3wHFWYPg32LlPSkjh34t1k1,11244,"rugby, springboks, tour, kolisi, plan, bok, win, siya kolisi",16,5,204.6
5. Super User,f3RCUZogjZVt8DtuTYq4QmCKClw2,11244,"rugby, springboks, tour, kolisi, plan, bok, win, siya kolisi",16,5,331.2
4. Good User,IJEoX0bvPGSmSWi0HOUSAupQYKl1,11244,"rugby, springboks, tour, kolisi, plan, bok, win, siya kolisi",16,7,169
2. Low Score,spoIEDcyUbW921RZkUsEzAK41U53,11244,"rugby, springboks, tour, kolisi, plan, bok, win, siya kolisi",16,2,13.5
4. Good User,ccag8DT7kgO66EXFqRnpB5QPZTw2,11244,"rugby, springboks, tour, kolisi, plan, bok, win, siya kolisi",16,3,225.33
4. Good User,1WeSW2XTHFYQBMh1fVZIRAGfBzB3,11244,"rugby, springboks, tour, kolisi, plan, bok, win, siya kolisi",16,3,249
4. Good User,pgB603P8Y9Mp9lxAaV1UIJ3YcWO2,11244,"rugby, springboks, tour, kolisi, plan, bok, win, siya kolisi",16,4,265.5
4. Good User,Sy2jSK0dHThLTdKHbxs1eAzSJb53,11244,"rugby, springboks, tour, kolisi, plan, bok, win, siya kolisi",16,3,166.33
