e7segment,cluster_id,num_users,num_reads,total_duration,avg_reads,avg_duration
1. Very Low Score,42,21,31,7286,1.48,346.95
1. Very Low Score,9483,25,37,7671,1.48,306.84
2. Low Score,8996,25,37,2101,1.48,84.04
3. Normal User,140,187,277,53114,1.48,284.03
3. Normal User,10379,4802,7099,1247906,1.48,259.87
4. Good User,9934,23,34,4436,1.48,192.87
4. Good User,9612,52,77,11136,1.48,214.15
4. Good User,9650,25,37,2499,1.48,99.96
3. Normal User,8909,4979,7357,1076402,1.48,216.19
2. Low Score,9629,25,37,5590,1.48,223.6
3. Normal User,1574,250,369,46750,1.48,187.0
4. Good User,10130,25,37,3287,1.48,131.48
3. Normal User,6855,25,37,10246,1.48,409.84
2. Low Score,7179,21,31,3445,1.48,164.05
2. Low Score,9029,2090,3076,563697,1.47,269.71
2. Low Score,9245,88,129,21630,1.47,245.8
4. Good User,9434,43,63,8139,1.47,189.28
1. Very Low Score,9543,36,53,5817,1.47,161.58
3. Normal User,10164,2480,3648,527100,1.47,212.54
2. Low Score,10107,362,532,62394,1.47,172.36
2. Low Score,10322,36,53,12259,1.47,340.53
2. Low Score,9545,19,28,1217,1.47,64.05
3. Normal User,8718,127,187,23621,1.47,185.99
2. Low Score,8869,74,109,11967,1.47,161.72
4. Good User,8866,19,28,3884,1.47,204.42
2. Low Score,8777,19,28,558,1.47,29.37
4. Good User,10834,30,44,8041,1.47,268.03
3. Normal User,10060,1862,2739,244661,1.47,131.4
2. Low Score,10034,19,28,1525,1.47,80.26
2. Low Score,8410,294,431,96023,1.47,326.61
3. Normal User,7876,15,22,2549,1.47,169.93
4. Good User,9348,17,25,921,1.47,54.18
4. Good User,8760,15,22,1187,1.47,79.13
4. Good User,8751,19,28,3471,1.47,182.68
4. Good User,2,17,25,4095,1.47,240.88
3. Normal User,9133,3410,4989,816323,1.46,239.39
3. Normal User,8999,1067,1556,195647,1.46,183.36
2. Low Score,6406,13,19,4367,1.46,335.92
0. No activity for 3 weeks,9520,61,89,10815,1.46,177.3
4. Good User,10178,28,41,3950,1.46,141.07
3. Normal User,115,164,240,46892,1.46,285.93
4. Good User,10522,37,54,10358,1.46,279.95
0. No activity for 3 weeks,8375,48,70,18676,1.46,389.08
1. Very Low Score,9322,24,35,7586,1.46,316.08
3. Normal User,10066,5093,7411,911262,1.46,178.92
2. Low Score,34,59,86,17145,1.46,290.59
3. Normal User,9740,83,121,19685,1.46,237.17
4. Good User,10776,13,19,1020,1.46,78.46
2. Low Score,8744,24,35,2803,1.46,116.79
2. Low Score,10367,28,41,3733,1.46,133.32
1. Very Low Score,10198,26,38,4973,1.46,191.27
4. Good User,9688,39,57,11230,1.46,287.95
4. Good User,9639,24,35,5453,1.46,227.21
4. Good User,8969,26,38,3774,1.46,145.15
3. Normal User,7492,13,19,1796,1.46,138.15
3. Normal User,79,64,93,13502,1.45,210.97
2. Low Score,8369,985,1431,181118,1.45,183.88
4. Good User,9049,38,55,11933,1.45,314.03
1. Very Low Score,8918,171,248,43921,1.45,256.85
3. Normal User,3463,29,42,5754,1.45,198.41
3. Normal User,9562,2619,3804,600550,1.45,229.31
2. Low Score,9468,11,16,388,1.45,35.27
1. Very Low Score,10133,163,237,58188,1.45,356.98
2. Low Score,8356,1548,2247,332039,1.45,214.5
2. Low Score,8850,20,29,7177,1.45,358.85
3. Normal User,995,65,94,16702,1.45,256.95
3. Normal User,10035,143,207,33093,1.45,231.42
3. Normal User,1878,40,58,6952,1.45,173.8
4. Good User,10673,65,94,9584,1.45,147.45
4. Good User,10687,11,16,1388,1.45,126.18
4. Good User,10799,11,16,840,1.45,76.36
4. Good User,10268,22,32,4892,1.45,222.36
4. Good User,10016,22,32,3499,1.45,159.05
2. Low Score,10530,11,16,2952,1.45,268.36
4. Good User,9995,11,16,1909,1.45,173.55
2. Low Score,8636,20,29,4371,1.45,218.55
1. Very Low Score,9793,11,16,2859,1.45,259.91
0. No activity for 3 weeks,8966,11,16,2150,1.45,195.45
2. Low Score,9051,1853,2663,479512,1.44,258.78
3. Normal User,9054,1517,2189,370656,1.44,244.33
2. Low Score,8346,1113,1604,241431,1.44,216.92
2. Low Score,8382,1140,1645,240645,1.44,211.09
4. Good User,9137,48,69,12534,1.44,261.13
2. Low Score,9291,27,39,6271,1.44,232.26
2. Low Score,9535,1645,2363,432864,1.44,263.14
2. Low Score,9241,217,313,55549,1.44,255.99
3. Normal User,9550,225,323,50399,1.44,224.0
1. Very Low Score,9616,604,867,193314,1.44,320.06
2. Low Score,10238,1733,2500,485271,1.44,280.02
3. Normal User,10554,554,795,112224,1.44,202.57
1. Very Low Score,10584,406,584,101135,1.44,249.1
4. Good User,10589,9,13,395,1.44,43.89
3. Normal User,10188,2959,4251,705935,1.44,238.57
2. Low Score,399,25,36,5180,1.44,207.2
3. Normal User,8579,582,839,84562,1.44,145.3
2. Low Score,8526,77,111,14687,1.44,190.74
2. Low Score,8353,48,69,12862,1.44,267.96
3. Normal User,663,94,135,27911,1.44,296.93
3. Normal User,9038,2073,2989,537463,1.44,259.27
2. Low Score,10060,760,1093,109225,1.44,143.72
1. Very Low Score,10059,48,69,6090,1.44,126.88
1. Very Low Score,8,16,23,8878,1.44,554.88
2. Low Score,9928,25,36,3136,1.44,125.44
2. Low Score,6533,9,13,1410,1.44,156.67
4. Good User,10850,25,36,7401,1.44,296.04
3. Normal User,10291,32,46,15894,1.44,496.69
1. Very Low Score,8521,9,13,2494,1.44,277.11
4. Good User,9080,34,49,8605,1.44,253.09
4. Good User,9144,9,13,595,1.44,66.11
0. No activity for 3 weeks,8565,25,36,6729,1.44,269.16
4. Good User,11022,9,13,1794,1.44,199.33
4. Good User,10718,16,23,4702,1.44,293.88
3. Normal User,3777,9,13,1228,1.44,136.44
1. Very Low Score,2970,9,13,3401,1.44,377.89
4. Good User,9239,9,13,667,1.44,74.11
2. Low Score,9697,9,13,338,1.44,37.56
2. Low Score,9160,3545,5075,1197063,1.43,337.68
1. Very Low Score,3495,21,30,9810,1.43,467.14
2. Low Score,8380,1674,2390,433646,1.43,259.05
3. Normal User,9040,3075,4384,653144,1.43,212.4
2. Low Score,9254,14,20,2081,1.43,148.64
1. Very Low Score,8934,14,20,4046,1.43,289.0
2. Low Score,6955,497,710,112755,1.43,226.87
2. Low Score,7890,21,30,2778,1.43,132.29
4. Good User,9134,7,10,1604,1.43,229.14
1. Very Low Score,8352,117,167,22723,1.43,194.21
4. Good User,9231,14,20,3901,1.43,278.64
2. Low Score,9552,1415,2020,281365,1.43,198.84
0. No activity for 3 weeks,9532,115,165,25655,1.43,223.09
3. Normal User,9760,384,548,79348,1.43,206.64
2. Low Score,9606,361,515,61451,1.43,170.22
3. Normal User,9653,305,436,36140,1.43,118.49
1. Very Low Score,8375,247,354,99411,1.43,402.47
4. Good User,9555,21,30,3741,1.43,178.14
1. Very Low Score,10116,240,344,59507,1.43,247.95
1. Very Low Score,9932,469,672,117942,1.43,251.48
2. Low Score,10267,755,1079,173921,1.43,230.36
3. Normal User,10208,3593,5134,887275,1.43,246.95
2. Low Score,8896,14,20,2285,1.43,163.21
1. Very Low Score,8719,7,10,954,1.43,136.29
4. Good User,8697,7,10,1083,1.43,154.71
3. Normal User,8895,23,33,8212,1.43,357.04
2. Low Score,10708,1643,2350,473089,1.43,287.94
2. Low Score,10688,1940,2777,538689,1.43,277.67
1. Very Low Score,10715,155,222,37688,1.43,243.15
3. Normal User,9348,768,1100,159455,1.43,207.62
3. Normal User,9797,115,164,24716,1.43,214.92
3. Normal User,480,56,80,15487,1.43,276.55
2. Low Score,10853,40,57,12557,1.43,313.93
3. Normal User,6783,7,10,1450,1.43,207.14
4. Good User,8440,28,40,5735,1.43,204.82
3. Normal User,8336,7,10,1620,1.43,231.43
2. Low Score,9378,14,20,1660,1.43,118.57
3. Normal User,634,7,10,1034,1.43,147.71
4. Good User,10583,53,76,8850,1.43,166.98
2. Low Score,7236,7,10,3062,1.43,437.43
1. Very Low Score,8722,7,10,592,1.43,84.57
3. Normal User,149,7,10,1008,1.43,144.0
3. Normal User,10382,7,10,1111,1.43,158.71
3. Normal User,3148,7,10,508,1.43,72.57
3. Normal User,6092,7,10,479,1.43,68.43
2. Low Score,10518,7,10,3996,1.43,570.86
2. Low Score,10312,7,10,285,1.43,40.71
3. Normal User,5475,7,10,3684,1.43,526.29
4. Good User,8728,7,10,428,1.43,61.14
4. Good User,8469,7,10,1950,1.43,278.57
3. Normal User,8668,2750,3901,580334,1.42,211.03
2. Low Score,9071,2564,3647,833503,1.42,325.08
2. Low Score,8565,1616,2300,440806,1.42,272.78
3. Normal User,3274,19,27,5410,1.42,284.74
3. Normal User,8452,2935,4179,743652,1.42,253.37
2. Low Score,10162,3970,5621,1150444,1.42,289.78
2. Low Score,10380,265,376,35369,1.42,133.47
4. Good User,10199,33,47,6023,1.42,182.52
4. Good User,10613,52,74,4348,1.42,83.62
4. Good User,10644,85,121,12432,1.42,146.26
2. Low Score,9539,12,17,3093,1.42,257.75
2. Low Score,8461,36,51,3040,1.42,84.44
2. Low Score,8435,96,136,25997,1.42,270.8
3. Normal User,10853,215,305,47178,1.42,219.43
4. Good User,10906,12,17,1123,1.42,93.58
1. Very Low Score,10816,12,17,1386,1.42,115.5
2. Low Score,9740,59,84,13595,1.42,230.42
3. Normal User,6839,36,51,8361,1.42,232.25
4. Good User,9021,12,17,643,1.42,53.58
3. Normal User,10816,570,809,59752,1.42,104.83
2. Low Score,7449,12,17,2995,1.42,249.58
2. Low Score,8367,26,37,6685,1.42,257.12
2. Low Score,9752,12,17,2574,1.42,214.5
4. Good User,9614,12,17,2894,1.42,241.17
2. Low Score,10514,19,27,4677,1.42,246.16
2. Low Score,10105,12,17,753,1.42,62.75
3. Normal User,9101,3145,4447,894163,1.41,284.31
0. No activity for 3 weeks,8349,135,191,41643,1.41,308.47
3. Normal User,8926,2383,3359,431425,1.41,181.04
3. Normal User,9049,1397,1964,361635,1.41,258.87
2. Low Score,8375,1717,2422,555413,1.41,323.48
2. Low Score,8954,850,1196,176925,1.41,208.15
4. Good User,9124,17,24,1999,1.41,117.59
2. Low Score,2041,32,45,10459,1.41,326.84
3. Normal User,9698,2034,2864,460835,1.41,226.57
2. Low Score,9565,241,339,61852,1.41,256.65
1. Very Low Score,32,17,24,3006,1.41,176.82
2. Low Score,8666,34,48,7504,1.41,220.71
3. Normal User,10351,2797,3933,533849,1.41,190.86
3. Normal User,9513,85,120,4732,1.41,55.67
4. Good User,8887,32,45,4900,1.41,153.13
1. Very Low Score,8965,17,24,5239,1.41,308.18
3. Normal User,1418,108,152,45106,1.41,417.65
0. No activity for 3 weeks,8356,39,55,8570,1.41,219.74
0. No activity for 3 weeks,8531,119,168,37425,1.41,314.5
2. Low Score,8652,17,24,764,1.41,44.94
3. Normal User,9043,1485,2083,379216,1.4,255.36
1. Very Low Score,8373,627,875,230885,1.4,368.24
1. Very Low Score,8923,181,253,43041,1.4,237.8
4. Good User,8431,10,14,1575,1.4,157.5
3. Normal User,876,5,7,332,1.4,66.4
3. Normal User,7914,10,14,1741,1.4,174.1
2. Low Score,9335,20,28,1619,1.4,80.95
3. Normal User,8347,1703,2380,382559,1.4,224.64
4. Good User,9696,5,7,1062,1.4,212.4
3. Normal User,9748,363,507,50302,1.4,138.57
4. Good User,10538,5,7,289,1.4,57.8
3. Normal User,950,172,240,45233,1.4,262.98
3. Normal User,10598,3538,4969,770646,1.4,217.82
2. Low Score,10172,156,218,24696,1.4,158.31
3. Normal User,10639,576,804,78917,1.4,137.01
3. Normal User,678,5,7,1149,1.4,229.8
3. Normal User,8350,1715,2399,466864,1.4,272.22
0. No activity for 3 weeks,8905,5,7,1627,1.4,325.4
0. No activity for 3 weeks,598,20,28,6805,1.4,340.25
4. Good User,8449,30,42,8611,1.4,287.03
3. Normal User,10812,1031,1441,237426,1.4,230.29
4. Good User,10941,15,21,2369,1.4,157.93
3. Normal User,4426,5,7,1246,1.4,249.2
4. Good User,9141,5,7,1148,1.4,229.6
1. Very Low Score,10060,86,120,10374,1.4,120.63
2. Low Score,8326,5,7,405,1.4,81.0
4. Good User,10242,77,108,9593,1.4,124.58
2. Low Score,10894,5,7,325,1.4,65.0
4. Good User,10319,57,80,9904,1.4,173.75
2. Low Score,10524,10,14,307,1.4,30.7
4. Good User,10425,5,7,194,1.4,38.8
3. Normal User,4301,5,7,186,1.4,37.2
3. Normal User,7449,10,14,3454,1.4,345.4
4. Good User,10279,25,35,6585,1.4,263.4
2. Low Score,8512,20,28,1385,1.4,69.25
3. Normal User,10738,15,21,6510,1.4,434.0
2. Low Score,7064,15,21,4682,1.4,312.13
2. Low Score,7508,25,35,5826,1.4,233.04
1. Very Low Score,8129,5,7,2374,1.4,474.8
3. Normal User,3498,63,88,27571,1.4,437.63
3. Normal User,9008,5,7,2091,1.4,418.2
3. Normal User,8243,15,21,2914,1.4,194.27
3. Normal User,7913,5,7,2364,1.4,472.8
2. Low Score,9203,5,7,287,1.4,57.4
2. Low Score,9028,10,14,2438,1.4,243.8
4. Good User,9258,10,14,2269,1.4,226.9
1. Very Low Score,370,5,7,1043,1.4,208.6
2. Low Score,9850,5,7,198,1.4,39.6
4. Good User,9941,10,14,1048,1.4,104.8
3. Normal User,6725,5,7,661,1.4,132.2
4. Good User,10183,5,7,1112,1.4,222.4
4. Good User,10342,5,7,446,1.4,89.2
3. Normal User,8419,5,7,429,1.4,85.8
2. Low Score,49,10,14,1549,1.4,154.9
4. Good User,10325,5,7,2019,1.4,403.8
2. Low Score,8341,5,7,3158,1.4,631.6
1. Very Low Score,9398,5,7,763,1.4,152.6
3. Normal User,1309,10,14,2759,1.4,275.9
4. Good User,8661,5,7,1616,1.4,323.2
4. Good User,8830,5,7,430,1.4,86.0
1. Very Low Score,156,5,7,1081,1.4,216.2
4. Good User,8519,10,14,612,1.4,61.2
3. Normal User,5594,5,7,446,1.4,89.2
0. No activity for 3 weeks,8621,5,7,651,1.4,130.2
3. Normal User,4667,10,14,376,1.4,37.6
3. Normal User,4155,5,7,364,1.4,72.8
2. Low Score,5808,5,7,1672,1.4,334.4
4. Good User,8951,5,7,1833,1.4,366.6
1. Very Low Score,10486,5,7,1238,1.4,247.6
2. Low Score,7732,5,7,393,1.4,78.6
1. Very Low Score,8754,5,7,2047,1.4,409.4
2. Low Score,9317,5,7,1900,1.4,380.0
0. No activity for 3 weeks,8579,10,14,2306,1.4,230.6
0. No activity for 3 weeks,6955,5,7,2281,1.4,456.2
2. Low Score,9105,36,50,4105,1.39,114.03
2. Low Score,8431,199,276,36361,1.39,182.72
3. Normal User,9135,4150,5782,572994,1.39,138.07
3. Normal User,598,206,287,55051,1.39,267.24
0. No activity for 3 weeks,8963,99,138,22425,1.39,226.52
2. Low Score,9406,979,1356,332695,1.39,339.83
4. Good User,9477,38,53,4669,1.39,122.87
3. Normal User,9241,496,689,95636,1.39,192.81
3. Normal User,58,2803,3908,483931,1.39,172.65
4. Good User,9322,18,25,1520,1.39,84.44
0. No activity for 3 weeks,8922,82,114,22473,1.39,274.06
3. Normal User,10480,2286,3188,306862,1.39,134.24
3. Normal User,9804,2800,3903,393427,1.39,140.51
4. Good User,10498,36,50,7811,1.39,216.97
1. Very Low Score,8349,654,908,175969,1.39,269.07
0. No activity for 3 weeks,8373,133,185,56633,1.39,425.81
1. Very Low Score,8387,88,122,23185,1.39,263.47
1. Very Low Score,8359,504,702,172253,1.39,341.77
2. Low Score,8781,565,787,106724,1.39,188.89
3. Normal User,10707,2221,3092,653383,1.39,294.18
3. Normal User,10678,1774,2474,370668,1.39,208.94
2. Low Score,42,85,118,24108,1.39,283.62
4. Good User,8994,31,43,8990,1.39,290.0
4. Good User,10213,28,39,3390,1.39,121.07
2. Low Score,10171,61,85,12886,1.39,211.25
4. Good User,8971,36,50,6141,1.39,170.58
4. Good User,9020,62,86,8242,1.39,132.94
3. Normal User,10517,23,32,7576,1.39,329.39
4. Good User,10339,18,25,1270,1.39,70.56
2. Low Score,10476,23,32,8079,1.39,351.26
4. Good User,10929,23,32,5263,1.39,228.83
2. Low Score,9139,18,25,1603,1.39,89.06
3. Normal User,9050,1472,2024,305238,1.38,207.36
4. Good User,9285,34,47,6218,1.38,182.88
3. Normal User,8604,120,166,23945,1.38,199.54
3. Normal User,9004,2165,2985,419961,1.38,193.98
4. Good User,9132,16,22,1871,1.38,116.94
1. Very Low Score,54,8,11,803,1.38,100.38
2. Low Score,112,118,163,23004,1.38,194.95
2. Low Score,1418,65,90,12080,1.38,185.85
2. Low Score,9531,1249,1720,328070,1.38,262.67
2. Low Score,8452,1204,1657,329855,1.38,273.97
2. Low Score,8870,26,36,4776,1.38,183.69
3. Normal User,9708,606,839,110996,1.38,183.16
2. Low Score,9639,294,407,57423,1.38,195.32
2. Low Score,8569,42,58,8368,1.38,199.24
4. Good User,10391,13,18,1900,1.38,146.15
4. Good User,9844,13,18,1089,1.38,83.77
3. Normal User,8533,880,1210,134644,1.38,153.0
3. Normal User,8866,559,773,144527,1.38,258.55
2. Low Score,8404,953,1317,207745,1.38,217.99
1. Very Low Score,8346,162,223,42644,1.38,263.23
1. Very Low Score,239,8,11,2175,1.38,271.88
4. Good User,2135,13,18,2232,1.38,171.69
4. Good User,8901,26,36,4056,1.38,156.0
3. Normal User,10956,34,47,7904,1.38,232.47
1. Very Low Score,9243,8,11,1977,1.38,247.13
4. Good User,8836,16,22,998,1.38,62.38
4. Good User,9381,13,18,3720,1.38,286.15
4. Good User,8393,24,33,2445,1.38,101.88
3. Normal User,8596,8,11,2676,1.38,334.5
3. Normal User,61,8,11,2582,1.38,322.75
4. Good User,10181,42,58,10434,1.38,248.43
2. Low Score,198,8,11,3768,1.38,471.0
4. Good User,10668,8,11,1323,1.38,165.38
3. Normal User,4389,26,36,8630,1.38,331.92
3. Normal User,7918,13,18,2241,1.38,172.38
4. Good User,8722,8,11,1613,1.38,201.63
4. Good User,8491,8,11,366,1.38,45.75
4. Good User,10758,53,73,10721,1.38,202.28
2. Low Score,8590,8,11,1524,1.38,190.5
4. Good User,9579,26,36,4288,1.38,164.92
4. Good User,10044,40,55,8815,1.38,220.38
1. Very Low Score,9233,8,11,2014,1.38,251.75
4. Good User,8992,16,22,3051,1.38,190.69
2. Low Score,9334,13,18,2130,1.38,163.85
3. Normal User,8562,8,11,1438,1.38,179.75
2. Low Score,6027,8,11,4143,1.38,517.88
3. Normal User,7875,13,18,4688,1.38,360.62
4. Good User,10254,8,11,676,1.38,84.5
1. Very Low Score,10279,13,18,3649,1.38,280.69
1. Very Low Score,9245,8,11,1983,1.38,247.88
4. Good User,196,8,11,4120,1.38,515.0
3. Normal User,8366,8,11,654,1.38,81.75
3. Normal User,10763,8,11,1733,1.38,216.63
2. Low Score,8966,631,866,148883,1.37,235.95
3. Normal User,9114,839,1149,134103,1.37,159.84
1. Very Low Score,8260,471,647,98612,1.37,209.37
2. Low Score,9733,91,125,17698,1.37,194.48
3. Normal User,9576,126,172,22775,1.37,180.75
4. Good User,9640,60,82,11430,1.37,190.5
2. Low Score,9708,254,349,49900,1.37,196.46
3. Normal User,10148,1439,1968,317139,1.37,220.39
1. Very Low Score,10123,632,863,224324,1.37,354.94
3. Normal User,10243,526,722,64760,1.37,123.12
3. Normal User,10236,2433,3324,419213,1.37,172.3
3. Normal User,8409,1261,1724,153385,1.37,121.64
1. Very Low Score,8531,475,651,148093,1.37,311.77
1. Very Low Score,10827,468,640,161591,1.37,345.28
2. Low Score,10686,1770,2421,421721,1.37,238.26
4. Good User,10810,46,63,10100,1.37,219.57
0. No activity for 3 weeks,8998,30,41,6019,1.37,200.63
4. Good User,10658,57,78,10361,1.37,181.77
4. Good User,10670,75,103,11164,1.37,148.85
4. Good User,9738,19,26,5603,1.37,294.89
1. Very Low Score,9688,107,147,37677,1.37,352.12
0. No activity for 3 weeks,9072,25,34,3823,1.36,152.92
2. Low Score,15,949,1291,225714,1.36,237.84
2. Low Score,8953,160,217,39527,1.36,247.04
3. Normal User,9544,697,945,114928,1.36,164.89
1. Very Low Score,9549,101,137,37454,1.36,370.83
2. Low Score,9574,3022,4108,890179,1.36,294.57
1. Very Low Score,9561,401,544,125912,1.36,314.0
2. Low Score,9544,230,313,48832,1.36,212.31
3. Normal User,10172,412,560,65863,1.36,159.86
4. Good User,10194,28,38,4066,1.36,145.21
2. Low Score,8866,265,360,70827,1.36,267.27
4. Good User,9578,14,19,1168,1.36,83.43
2. Low Score,8533,258,351,46035,1.36,178.43
1. Very Low Score,7824,11,15,5363,1.36,487.55
4. Good User,10826,44,60,14386,1.36,326.95
2. Low Score,9348,213,289,44419,1.36,208.54
3. Normal User,8835,11,15,2102,1.36,191.09
2. Low Score,9580,124,169,24357,1.36,196.43
1. Very Low Score,262,11,15,2780,1.36,252.73
4. Good User,9924,22,30,9250,1.36,420.45
3. Normal User,9874,36,49,11186,1.36,310.72
3. Normal User,8833,1049,1429,414254,1.36,394.9
4. Good User,10648,11,15,3998,1.36,363.45
4. Good User,8944,47,64,13419,1.36,285.51
3. Normal User,10877,656,889,160615,1.36,244.84
3. Normal User,7508,25,34,10783,1.36,431.32
2. Low Score,10230,22,30,8797,1.36,399.86
3. Normal User,10348,11,15,1991,1.36,181.0
3. Normal User,8384,115,156,28488,1.36,247.72
4. Good User,9565,22,30,4386,1.36,199.36
4. Good User,10054,14,19,4189,1.36,299.21
3. Normal User,10530,11,15,1309,1.36,119.0
2. Low Score,9984,22,30,3873,1.36,176.05
2. Low Score,9874,14,19,3117,1.36,222.64
4. Good User,9947,14,19,2957,1.36,211.21
2. Low Score,8865,36,49,6124,1.36,170.11
2. Low Score,9896,14,19,2023,1.36,144.5
0. No activity for 3 weeks,10810,11,15,3006,1.36,273.27
3. Normal User,9999,11,15,1293,1.36,117.55
2. Low Score,8926,897,1215,170312,1.35,189.87
3. Normal User,8869,110,148,23261,1.35,211.46
3. Normal User,8792,577,777,175822,1.35,304.72
3. Normal User,9362,2258,3051,276944,1.35,122.65
2. Low Score,80,244,330,48496,1.35,198.75
2. Low Score,8721,98,132,20833,1.35,212.58
1. Very Low Score,9527,63,85,17212,1.35,273.21
3. Normal User,10135,1299,1752,401527,1.35,309.1
2. Low Score,10567,606,819,116846,1.35,192.82
2. Low Score,10249,408,552,82910,1.35,203.21
3. Normal User,10146,833,1122,159456,1.35,191.42
3. Normal User,10602,4672,6310,1079950,1.35,231.15
3. Normal User,10462,17,23,2069,1.35,121.71
4. Good User,9515,57,77,10263,1.35,180.05
4. Good User,9636,26,35,5558,1.35,213.77
1. Very Low Score,9525,49,66,12817,1.35,261.57
0. No activity for 3 weeks,9523,60,81,23524,1.35,392.07
2. Low Score,8376,94,127,39274,1.35,417.81
3. Normal User,8719,234,317,49150,1.35,210.04
3. Normal User,8850,17,23,4289,1.35,252.29
2. Low Score,10736,773,1044,208604,1.35,269.86
2. Low Score,6430,17,23,4371,1.35,257.12
2. Low Score,8916,37,50,5726,1.35,154.76
2. Low Score,9021,66,89,8014,1.35,121.42
4. Good User,10499,34,46,8364,1.35,246.0
4. Good User,10485,20,27,6797,1.35,339.85
2. Low Score,8379,169,228,23643,1.35,139.9
2. Low Score,8604,101,136,25619,1.35,253.65
4. Good User,8789,23,31,3228,1.35,140.35
3. Normal User,10454,77,104,9834,1.35,127.71
4. Good User,8621,23,31,5297,1.35,230.3
4. Good User,10682,51,69,10062,1.35,197.29
4. Good User,9474,26,35,4290,1.35,165.0
4. Good User,9866,26,35,6249,1.35,240.35
3. Normal User,9269,3591,4809,648746,1.34,180.66
1. Very Low Score,9002,163,219,38764,1.34,237.82
2. Low Score,9141,29,39,1556,1.34,53.66
2. Low Score,9033,741,991,170707,1.34,230.37
3. Normal User,7094,44,59,13278,1.34,301.77
2. Low Score,8347,703,941,178826,1.34,254.38
1. Very Low Score,13,38,51,14726,1.34,387.53
3. Normal User,8549,1545,2073,330473,1.34,213.9
2. Low Score,10755,2129,2862,525716,1.34,246.93
3. Normal User,8888,62,83,13060,1.34,210.65
4. Good User,10482,41,55,5817,1.34,141.88
2. Low Score,10317,68,91,18871,1.34,277.51
3. Normal User,8368,44,59,12221,1.34,277.75
4. Good User,10344,38,51,7061,1.34,185.82
4. Good User,10725,29,39,3120,1.34,107.59
2. Low Score,10222,38,51,4416,1.34,116.21
3. Normal User,8552,29,39,6959,1.34,239.97
2. Low Score,9079,140,186,27403,1.33,195.74
3. Normal User,9137,1765,2339,400364,1.33,226.84
2. Low Score,8702,60,80,10197,1.33,169.95
2. Low Score,8981,518,689,133158,1.33,257.06
0. No activity for 3 weeks,8959,178,237,45757,1.33,257.06
3. Normal User,6978,9,12,4020,1.33,446.67
3. Normal User,6345,185,246,53019,1.33,286.59
2. Low Score,9405,3815,5092,1180546,1.33,309.45
0. No activity for 3 weeks,9145,12,16,1538,1.33,128.17
3. Normal User,9413,107,142,23729,1.33,221.77
2. Low Score,8430,315,418,72500,1.33,230.16
4. Good User,9440,6,8,1244,1.33,207.33
1. Very Low Score,9231,9,12,2500,1.33,277.78
3. Normal User,9751,257,343,36468,1.33,141.9
2. Low Score,9757,1564,2073,338753,1.33,216.59
2. Low Score,9751,70,93,11717,1.33,167.39
3. Normal User,9655,3686,4889,835779,1.33,226.74
1. Very Low Score,9564,400,534,106784,1.33,266.96
2. Low Score,8494,1387,1840,267662,1.33,192.98
3. Normal User,9525,1926,2552,342939,1.33,178.06
2. Low Score,9370,6,8,1261,1.33,210.17
2. Low Score,8867,46,61,13805,1.33,300.11
2. Low Score,9422,9,12,2469,1.33,274.33
3. Normal User,10559,1255,1666,225537,1.33,179.71
4. Good User,10539,6,8,423,1.33,70.5
3. Normal User,10147,1408,1879,277933,1.33,197.4
0. No activity for 3 weeks,10141,12,16,9526,1.33,793.83
2. Low Score,10510,18,24,6456,1.33,358.67
3. Normal User,9538,12,16,5997,1.33,499.75
4. Good User,9597,18,24,5522,1.33,306.78
3. Normal User,3855,6,8,139,1.33,23.17
1. Very Low Score,9576,6,8,2067,1.33,344.5
3. Normal User,2307,18,24,4878,1.33,271.0
3. Normal User,8577,2557,3410,557302,1.33,217.95
2. Low Score,8388,347,461,50956,1.33,146.85
4. Good User,8787,12,16,6030,1.33,502.5
2. Low Score,8727,30,40,4249,1.33,141.63
2. Low Score,10939,3032,4029,644163,1.33,212.45
3. Normal User,10687,523,697,101805,1.33,194.66
4. Good User,10773,21,28,4058,1.33,193.24
2. Low Score,10801,89,118,16071,1.33,180.57
2. Low Score,8837,6,8,1990,1.33,331.67
0. No activity for 3 weeks,8926,9,12,2102,1.33,233.56
1. Very Low Score,9359,12,16,3480,1.33,290.0
2. Low Score,10031,6,8,2104,1.33,350.67
4. Good User,9580,12,16,1721,1.33,143.42
2. Low Score,9930,6,8,891,1.33,148.5
0. No activity for 3 weeks,9535,27,36,6835,1.33,253.15
3. Normal User,9776,6,8,2007,1.33,334.5
4. Good User,8626,6,8,1324,1.33,220.67
3. Normal User,1008,6,8,613,1.33,102.17
2. Low Score,8366,6,8,1194,1.33,199.0
4. Good User,10226,6,8,738,1.33,123.0
4. Good User,10144,30,40,4713,1.33,157.1
1. Very Low Score,10135,55,73,18682,1.33,339.67
2. Low Score,6154,6,8,168,1.33,28.0
4. Good User,10201,12,16,972,1.33,81.0
4. Good User,10366,15,20,4404,1.33,293.6
3. Normal User,4141,9,12,1930,1.33,214.44
2. Low Score,5581,9,12,1129,1.33,125.44
1. Very Low Score,8500,42,56,20297,1.33,483.26
0. No activity for 3 weeks,8751,6,8,1333,1.33,222.17
1. Very Low Score,8716,6,8,630,1.33,105.0
4. Good User,8694,18,24,2931,1.33,162.83
4. Good User,8475,18,24,3833,1.33,212.94
1. Very Low Score,10237,6,8,107,1.33,17.83
1. Very Low Score,10361,9,12,1270,1.33,141.11
