e7segment,cluster_id,num_users,num_reads,total_duration,avg_reads,avg_duration
2. Low Score,10795,6,8,1269,1.33,211.5
3. Normal User,6756,6,8,2431,1.33,405.17
4. Good User,9730,6,8,173,1.33,28.83
4. Good User,10702,9,12,1216,1.33,135.11
1. Very Low Score,1878,9,12,1161,1.33,129.0
0. No activity for 3 weeks,9589,12,16,1238,1.33,103.17
2. Low Score,8041,6,8,722,1.33,120.33
4. Good User,9120,9,12,223,1.33,24.78
1. Very Low Score,8839,6,8,639,1.33,106.5
3. Normal User,10068,6,8,2100,1.33,350.0
4. Good User,10384,18,24,4508,1.33,250.44
0. No activity for 3 weeks,8968,6,8,1399,1.33,233.17
3. Normal User,7236,9,12,4353,1.33,483.67
1. Very Low Score,9915,6,8,289,1.33,48.17
2. Low Score,5751,6,8,1889,1.33,314.83
4. Good User,10198,21,28,3288,1.33,156.57
4. Good User,10176,6,8,1010,1.33,168.33
4. Good User,8972,24,32,2182,1.33,90.92
3. Normal User,8505,21,28,3860,1.33,183.81
2. Low Score,10784,6,8,3113,1.33,518.83
3. Normal User,9416,6,8,1966,1.33,327.67
4. Good User,9413,6,8,3220,1.33,536.67
4. Good User,8991,9,12,815,1.33,90.56
1. Very Low Score,8179,6,8,987,1.33,164.5
0. No activity for 3 weeks,8364,6,8,1278,1.33,213.0
1. Very Low Score,64,6,8,535,1.33,89.17
1. Very Low Score,9461,6,8,3404,1.33,567.33
3. Normal User,389,6,8,1967,1.33,327.83
2. Low Score,4308,6,8,740,1.33,123.33
1. Very Low Score,8727,6,8,536,1.33,89.33
3. Normal User,6051,6,8,5653,1.33,942.17
3. Normal User,166,6,8,1559,1.33,259.83
3. Normal User,7014,6,8,2781,1.33,463.5
2. Low Score,7905,6,8,325,1.33,54.17
1. Very Low Score,10327,6,8,262,1.33,43.67
2. Low Score,8821,2212,2914,576733,1.32,260.73
4. Good User,9242,41,54,7553,1.32,184.22
0. No activity for 3 weeks,9002,22,29,5812,1.32,264.18
2. Low Score,9050,497,658,113650,1.32,228.67
2. Low Score,8350,639,844,168523,1.32,263.73
3. Normal User,8953,448,591,98263,1.32,219.34
3. Normal User,9245,430,568,75928,1.32,176.58
3. Normal User,9341,1815,2394,354254,1.32,195.18
2. Low Score,9641,445,587,98713,1.32,221.83
2. Low Score,9519,19,25,4495,1.32,236.58
2. Low Score,10449,41,54,8095,1.32,197.44
1. Very Low Score,9556,25,33,5745,1.32,229.8
0. No activity for 3 weeks,8369,19,25,1583,1.32,83.32
3. Normal User,8697,205,271,28178,1.32,137.45
3. Normal User,9762,763,1004,225812,1.32,295.95
2. Low Score,10936,40,53,3852,1.32,96.3
3. Normal User,9952,57,75,6935,1.32,121.67
3. Normal User,9946,95,125,12753,1.32,134.24
3. Normal User,9857,1330,1758,196579,1.32,147.8
3. Normal User,518,139,183,36554,1.32,262.98
1. Very Low Score,608,41,54,13087,1.32,319.2
1. Very Low Score,8382,168,221,38006,1.32,226.23
2. Low Score,10469,19,25,5437,1.32,286.16
4. Good User,10169,34,45,4639,1.32,136.44
2. Low Score,9025,31,41,3151,1.32,101.65
3. Normal User,10376,1914,2521,353640,1.32,184.76
4. Good User,10244,25,33,2152,1.32,86.08
4. Good User,8500,19,25,6153,1.32,323.84
1. Very Low Score,9157,22,29,4539,1.32,206.32
4. Good User,9537,19,25,2650,1.32,139.47
1. Very Low Score,8920,411,537,121196,1.31,294.88
3. Normal User,8984,52,68,6050,1.31,116.35
4. Good User,9271,45,59,7405,1.31,164.56
2. Low Score,9106,303,396,62621,1.31,206.67
0. No activity for 3 weeks,9160,58,76,24453,1.31,421.6
2. Low Score,8792,202,264,56798,1.31,281.18
3. Normal User,8430,1027,1349,242837,1.31,236.45
4. Good User,9380,35,46,4506,1.31,128.74
3. Normal User,8372,1449,1904,238160,1.31,164.36
4. Good User,9341,32,42,5277,1.31,164.91
4. Good User,9374,16,21,2140,1.31,133.75
2. Low Score,9578,125,164,34355,1.31,274.84
2. Low Score,9598,1277,1673,192819,1.31,150.99
3. Normal User,9661,698,912,116964,1.31,167.57
2. Low Score,9556,372,487,97533,1.31,262.19
4. Good User,9707,13,17,1044,1.31,80.31
2. Low Score,9635,1215,1595,373864,1.31,307.71
2. Low Score,8407,16,21,3742,1.31,233.88
1. Very Low Score,9635,150,197,48509,1.31,323.39
2. Low Score,8758,29,38,7970,1.31,274.83
3. Normal User,10284,952,1246,209013,1.31,219.55
2. Low Score,10194,203,265,30843,1.31,151.94
3. Normal User,10160,39,51,9579,1.31,245.62
1. Very Low Score,10128,207,271,48565,1.31,234.61
2. Low Score,10113,1416,1854,377271,1.31,266.43
2. Low Score,10200,1554,2036,430040,1.31,276.73
3. Normal User,9444,13,17,1489,1.31,114.54
1. Very Low Score,8957,13,17,2536,1.31,195.08
2. Low Score,1574,97,127,12017,1.31,123.89
3. Normal User,8353,185,243,34782,1.31,188.01
3. Normal User,8839,26,34,9652,1.31,371.23
3. Normal User,34,162,212,31468,1.31,194.25
3. Normal User,11033,1759,2299,384272,1.31,218.46
3. Normal User,10696,2117,2770,353456,1.31,166.96
3. Normal User,10834,1167,1533,273230,1.31,234.13
3. Normal User,10723,1114,1462,245055,1.31,219.98
1. Very Low Score,10788,16,21,4176,1.31,261.0
1. Very Low Score,10826,62,81,11456,1.31,184.77
3. Normal User,10065,938,1226,120516,1.31,128.48
4. Good User,9605,16,21,5372,1.31,335.75
4. Good User,9546,16,21,3104,1.31,194.0
4. Good User,8704,45,59,7261,1.31,161.36
2. Low Score,8698,59,77,17054,1.31,289.05
2. Low Score,10956,13,17,3744,1.31,288.0
3. Normal User,11092,29,38,2516,1.31,86.76
4. Good User,8683,29,38,2190,1.31,75.52
4. Good User,10751,45,59,7185,1.31,159.67
0. No activity for 3 weeks,8347,16,21,5576,1.31,348.5
0. No activity for 3 weeks,8387,16,21,4436,1.31,277.25
1. Very Low Score,10038,13,17,2434,1.31,187.23
2. Low Score,10517,13,17,3497,1.31,269.0
4. Good User,9760,13,17,2195,1.31,168.85
2. Low Score,10075,48,63,11585,1.31,241.35
4. Good User,10828,13,17,1856,1.31,142.77
4. Good User,10786,13,17,1770,1.31,136.15
3. Normal User,9258,421,548,89781,1.3,213.26
3. Normal User,8969,863,1118,113857,1.3,131.93
1. Very Low Score,8998,218,284,67716,1.3,310.62
2. Low Score,8933,37,48,4846,1.3,130.97
3. Normal User,1731,10,13,3586,1.3,358.6
2. Low Score,9091,94,122,32474,1.3,345.47
3. Normal User,534,224,291,65774,1.3,293.63
2. Low Score,9145,749,976,214908,1.3,286.93
2. Low Score,9060,637,828,150510,1.3,236.28
4. Good User,9458,23,30,2177,1.3,94.65
2. Low Score,6345,134,174,34725,1.3,259.14
3. Normal User,9424,10,13,1636,1.3,163.6
2. Low Score,9470,43,56,6378,1.3,148.33
3. Normal User,8546,93,121,12825,1.3,137.9
2. Low Score,8784,273,354,75135,1.3,275.22
2. Low Score,9546,309,403,69495,1.3,224.9
3. Normal User,10713,1049,1359,227836,1.3,217.19
1. Very Low Score,9555,23,30,2509,1.3,109.09
1. Very Low Score,9603,646,841,215646,1.3,333.82
2. Low Score,10197,3183,4151,816735,1.3,256.59
3. Normal User,10213,836,1084,122410,1.3,146.42
1. Very Low Score,10112,510,663,141974,1.3,278.38
1. Very Low Score,10110,224,292,62575,1.3,279.35
1. Very Low Score,10387,10,13,3263,1.3,326.3
3. Normal User,241,149,193,36900,1.3,247.65
1. Very Low Score,1418,10,13,1240,1.3,124.0
0. No activity for 3 weeks,8909,60,78,9484,1.3,158.07
2. Low Score,8567,138,179,25956,1.3,188.09
3. Normal User,10899,1821,2363,362005,1.3,198.79
2. Low Score,10877,264,342,67979,1.3,257.5
3. Normal User,10683,719,932,146173,1.3,203.3
4. Good User,11010,10,13,2066,1.3,206.6
3. Normal User,2920,50,65,9186,1.3,183.72
4. Good User,10875,10,13,1132,1.3,113.2
4. Good User,9288,10,13,5133,1.3,513.3
4. Good User,9125,37,48,4653,1.3,125.76
3. Normal User,9833,3840,5004,940438,1.3,244.91
2. Low Score,10035,43,56,9497,1.3,220.86
4. Good User,9853,27,35,5452,1.3,201.93
4. Good User,10119,20,26,3053,1.3,152.65
0. No activity for 3 weeks,10772,10,13,1785,1.3,178.5
4. Good User,10266,43,56,6529,1.3,151.84
4. Good User,10283,10,13,1589,1.3,158.9
4. Good User,10746,27,35,4850,1.3,179.63
4. Good User,9180,10,13,1523,1.3,152.3
3. Normal User,10529,10,13,2273,1.3,227.3
4. Good User,8874,10,13,719,1.3,71.9
1. Very Low Score,10039,10,13,1717,1.3,171.7
1. Very Low Score,10522,27,35,10110,1.3,374.44
4. Good User,10877,10,13,2892,1.3,289.2
4. Good User,10216,10,13,2018,1.3,201.8
3. Normal User,9046,584,752,96269,1.29,164.84
3. Normal User,2,726,935,120168,1.29,165.52
2. Low Score,9236,45,58,4319,1.29,95.98
3. Normal User,9106,772,994,157664,1.29,204.23
2. Low Score,8947,373,482,63361,1.29,169.87
3. Normal User,137,136,176,45836,1.29,337.03
2. Low Score,7888,372,481,86490,1.29,232.5
2. Low Score,8894,68,88,14703,1.29,216.22
3. Normal User,8968,969,1249,193289,1.29,199.47
4. Good User,9130,7,9,551,1.29,78.71
3. Normal User,9294,7,9,3482,1.29,497.43
0. No activity for 3 weeks,9051,51,66,22737,1.29,445.82
3. Normal User,9223,14,18,1976,1.29,141.14
2. Low Score,9007,178,230,46510,1.29,261.29
2. Low Score,9699,125,161,28654,1.29,229.23
3. Normal User,9533,2262,2926,440077,1.29,194.55
2. Low Score,9521,491,634,114075,1.29,232.33
3. Normal User,8836,683,879,69204,1.29,101.32
1. Very Low Score,9550,7,9,1594,1.29,227.71
3. Normal User,10305,855,1102,129599,1.29,151.58
2. Low Score,10117,1576,2038,362211,1.29,229.83
2. Low Score,2135,218,282,37537,1.29,172.19
3. Normal User,10089,1621,2090,361235,1.29,222.85
2. Low Score,10253,188,242,39296,1.29,209.02
2. Low Score,10252,1111,1434,252766,1.29,227.51
4. Good User,10609,24,31,1963,1.29,81.79
4. Good User,10471,7,9,2016,1.29,288.0
2. Low Score,9491,14,18,6499,1.29,464.21
2. Low Score,9289,59,76,17912,1.29,303.59
3. Normal User,8388,1174,1512,149905,1.29,127.69
1. Very Low Score,8369,143,184,31318,1.29,219.01
1. Very Low Score,8835,7,9,1226,1.29,175.14
4. Good User,8388,24,31,1690,1.29,70.42
4. Good User,8899,7,9,1329,1.29,189.86
4. Good User,8913,17,22,1455,1.29,85.59
4. Good User,8555,28,36,8896,1.29,317.71
2. Low Score,10772,1893,2445,348109,1.29,183.89
3. Normal User,10773,950,1230,180155,1.29,189.64
2. Low Score,10706,535,689,89610,1.29,167.5
1. Very Low Score,10689,362,466,106536,1.29,294.3
1. Very Low Score,10685,320,412,87809,1.29,274.4
3. Normal User,10865,187,241,32284,1.29,172.64
2. Low Score,10718,296,383,74933,1.29,253.15
0. No activity for 3 weeks,9368,7,9,890,1.29,127.14
0. No activity for 3 weeks,9290,21,27,8236,1.29,392.19
1. Very Low Score,950,17,22,4558,1.29,268.12
4. Good User,9163,7,9,2274,1.29,324.86
3. Normal User,9858,867,1121,214188,1.29,247.04
2. Low Score,9952,28,36,6172,1.29,220.43
1. Very Low Score,10107,21,27,5883,1.29,280.14
3. Normal User,10039,55,71,13745,1.29,249.91
0. No activity for 3 weeks,9828,7,9,1188,1.29,169.71
4. Good User,9936,31,40,4091,1.29,131.97
3. Normal User,74,45,58,11536,1.29,256.36
0. No activity for 3 weeks,8821,56,72,20560,1.29,367.14
1. Very Low Score,10169,21,27,2970,1.29,141.43
0. No activity for 3 weeks,8526,7,9,2086,1.29,298.0
4. Good User,10724,34,44,5354,1.29,157.47
2. Low Score,10331,91,117,21601,1.29,237.37
2. Low Score,10353,17,22,3019,1.29,177.59
3. Normal User,2041,21,27,5923,1.29,282.05
0. No activity for 3 weeks,8382,41,53,11556,1.29,281.85
2. Low Score,8426,62,80,10351,1.29,166.95
4. Good User,8460,14,18,1684,1.29,120.29
4. Good User,10273,31,40,6934,1.29,223.68
4. Good User,8665,17,22,4298,1.29,252.82
1. Very Low Score,9588,28,36,5244,1.29,187.29
2. Low Score,10590,21,27,1654,1.29,78.76
4. Good User,10811,14,18,1066,1.29,76.14
4. Good User,10823,7,9,1529,1.29,218.43
1. Very Low Score,10782,24,31,6890,1.29,287.08
0. No activity for 3 weeks,9054,14,18,3177,1.29,226.93
0. No activity for 3 weeks,9033,21,27,6827,1.29,325.1
0. No activity for 3 weeks,9641,7,9,1574,1.29,224.86
3. Normal User,10501,84,108,26409,1.29,314.39
1. Very Low Score,10559,7,9,214,1.29,30.57
1. Very Low Score,11010,7,9,554,1.29,79.14
2. Low Score,2193,7,9,3184,1.29,454.86
3. Normal User,1546,7,9,2526,1.29,360.86
4. Good User,8846,14,18,629,1.29,44.93
3. Normal User,8517,14,18,2126,1.29,151.86
4. Good User,10362,17,22,992,1.29,58.35
4. Good User,8632,14,18,4566,1.29,326.14
4. Good User,9958,7,9,292,1.29,41.71
4. Good User,9978,35,45,11166,1.29,319.03
1. Very Low Score,9969,7,9,1161,1.29,165.86
4. Good User,9388,7,9,1384,1.29,197.71
1. Very Low Score,8850,7,9,1891,1.29,270.14
2. Low Score,9846,7,9,1731,1.29,247.29
4. Good User,9966,7,9,1047,1.29,149.57
0. No activity for 3 weeks,9527,7,9,805,1.29,115.0
3. Normal User,3113,7,9,751,1.29,107.29
2. Low Score,8842,7,9,548,1.29,78.29
3. Normal User,10349,7,9,426,1.29,60.86
2. Low Score,9450,7,9,549,1.29,78.43
1. Very Low Score,9072,138,177,28246,1.28,204.68
4. Good User,9079,18,23,4477,1.28,248.72
2. Low Score,9043,475,609,110609,1.28,232.86
1. Very Low Score,9029,229,293,54386,1.28,237.49
3. Normal User,91,584,749,95184,1.28,162.99
2. Low Score,9471,159,204,34191,1.28,215.04
2. Low Score,9436,50,64,6691,1.28,133.82
2. Low Score,91,417,532,86829,1.28,208.22
3. Normal User,9546,700,896,147739,1.28,211.06
3. Normal User,9565,730,931,141789,1.28,194.23
2. Low Score,9613,1128,1443,259104,1.28,229.7
1. Very Low Score,15,117,150,30987,1.28,264.85
2. Low Score,9634,1614,2062,360560,1.28,223.4
2. Low Score,10108,808,1031,141236,1.28,174.8
4. Good User,10152,18,23,2870,1.28,159.44
3. Normal User,10385,782,1002,123037,1.28,157.34
3. Normal User,10127,2412,3091,386610,1.28,160.29
3. Normal User,10451,43,55,6789,1.28,157.88
1. Very Low Score,9542,79,101,19045,1.28,241.08
2. Low Score,8731,32,41,11026,1.28,344.56
3. Normal User,7888,1260,1618,226274,1.28,179.58
2. Low Score,10687,193,247,39809,1.28,206.26
2. Low Score,10143,926,1188,161673,1.28,174.59
2. Low Score,10856,2036,2609,467655,1.28,229.69
3. Normal User,10782,1162,1489,342400,1.28,294.66
2. Low Score,11025,141,180,19531,1.28,138.52
2. Low Score,10812,301,384,56579,1.28,187.97
3. Normal User,9494,25,32,5571,1.28,222.84
2. Low Score,9880,94,120,23074,1.28,245.47
2. Low Score,9916,170,218,44062,1.28,259.19
2. Low Score,518,43,55,12947,1.28,301.09
3. Normal User,10129,57,73,7272,1.28,127.58
2. Low Score,10146,246,314,57099,1.28,232.11
1. Very Low Score,10706,32,41,4607,1.28,143.97
4. Good User,10383,29,37,3981,1.28,137.28
2. Low Score,8647,39,50,7169,1.28,183.82
3. Normal User,295,29,37,5841,1.28,201.41
4. Good User,10400,18,23,2316,1.28,128.67
3. Normal User,8501,18,23,538,1.28,29.89
2. Low Score,10256,36,46,7148,1.28,198.56
4. Good User,9053,18,23,2015,1.28,111.94
3. Normal User,8817,18,23,9062,1.28,503.44
4. Good User,10318,18,23,4024,1.28,223.56
4. Good User,9116,18,23,3476,1.28,193.11
3. Normal User,9019,1530,1949,239980,1.27,156.85
1. Very Low Score,9160,474,602,141270,1.27,298.04
3. Normal User,9159,771,979,158171,1.27,205.15
3. Normal User,8994,1027,1304,236336,1.27,230.12
3. Normal User,9110,896,1134,198215,1.27,221.22
2. Low Score,9054,525,668,131216,1.27,249.94
2. Low Score,9216,26,33,7434,1.27,285.92
1. Very Low Score,9074,66,84,4914,1.27,74.45
4. Good User,8949,22,28,2354,1.27,107.0
3. Normal User,9140,33,42,7269,1.27,220.27
4. Good User,9224,26,33,7968,1.27,306.46
1. Very Low Score,563,11,14,1142,1.27,103.82
3. Normal User,7890,11,14,2518,1.27,228.91
0. No activity for 3 weeks,8954,26,33,6677,1.27,256.81
3. Normal User,9414,205,260,39401,1.27,192.2
1. Very Low Score,9535,232,294,59573,1.27,256.78
1. Very Low Score,9522,301,383,100496,1.27,333.87
4. Good User,9608,11,14,2620,1.27,238.18
2. Low Score,9114,274,348,46332,1.27,169.09
1. Very Low Score,10152,11,14,4620,1.27,420.0
3. Normal User,10282,1386,1754,361056,1.27,260.5
3. Normal User,10109,1179,1502,328785,1.27,278.87
4. Good User,10429,15,19,1369,1.27,91.27
3. Normal User,10526,1825,2315,254546,1.27,139.48
1. Very Low Score,10141,553,700,172451,1.27,311.85
2. Low Score,10124,2705,3422,617719,1.27,228.36
3. Normal User,10121,1955,2478,453419,1.27,231.93
3. Normal User,10169,1656,2103,244792,1.27,147.82
3. Normal User,10352,3118,3964,411535,1.27,131.99
3. Normal User,8445,11,14,1523,1.27,138.45
2. Low Score,10284,248,315,61684,1.27,248.73
2. Low Score,10501,41,52,11147,1.27,271.88
1. Very Low Score,159,33,42,2349,1.27,71.18
3. Normal User,8656,817,1037,139558,1.27,170.82
1. Very Low Score,8452,210,266,55178,1.27,262.75
4. Good User,5876,33,42,5917,1.27,179.3
2. Low Score,8695,45,57,9307,1.27,206.82
3. Normal User,10737,316,400,28821,1.27,91.21
3. Normal User,10991,162,206,8200,1.27,50.62
1. Very Low Score,10272,79,100,19801,1.27,250.65
2. Low Score,10745,1697,2163,345239,1.27,203.44
3. Normal User,10681,5499,6966,1782614,1.27,324.17
1. Very Low Score,6345,22,28,7449,1.27,338.59
4. Good User,9359,15,19,4155,1.27,277.0
2. Low Score,10066,2421,3064,402280,1.27,166.16
4. Good User,9842,26,33,3613,1.27,138.96
4. Good User,9880,15,19,2059,1.27,137.27
4. Good User,9544,15,19,1379,1.27,91.93
3. Normal User,9828,1452,1848,261799,1.27,180.3
4. Good User,9654,26,33,2858,1.27,109.92
0. No activity for 3 weeks,8781,11,14,1917,1.27,174.27
1. Very Low Score,8430,33,42,11163,1.27,338.27
2. Low Score,9946,48,61,6489,1.27,135.19
2. Low Score,10193,22,28,5420,1.27,246.36
3. Normal User,7783,56,71,16175,1.27,288.84
3. Normal User,10286,30,38,9426,1.27,314.2
4. Good User,10217,15,19,1564,1.27,104.27
3. Normal User,10331,241,307,46631,1.27,193.49
2. Low Score,5091,26,33,4952,1.27,190.46
3. Normal User,8701,1752,2219,280777,1.27,160.26
2. Low Score,10996,22,28,7934,1.27,360.64
1. Very Low Score,10723,40,51,9796,1.27,244.9
4. Good User,8564,15,19,4437,1.27,295.8
4. Good User,10459,22,28,3356,1.27,152.55
1. Very Low Score,10373,11,14,3255,1.27,295.91
4. Good User,10299,22,28,3150,1.27,143.18
2. Low Score,10221,40,51,15280,1.27,382.0
3. Normal User,10818,221,280,18469,1.27,83.57
2. Low Score,10818,56,71,6634,1.27,118.46
0. No activity for 3 weeks,10002,49,62,20311,1.27,414.51
2. Low Score,10550,11,14,628,1.27,57.09
2. Low Score,9694,26,33,3954,1.27,152.08
3. Normal User,8896,15,19,2168,1.27,144.53
4. Good User,8761,11,14,2131,1.27,193.73
1. Very Low Score,129,15,19,2276,1.27,151.73
1. Very Low Score,10377,11,14,6842,1.27,622.0
2. Low Score,9237,1283,1622,232477,1.26,181.2
2. Low Score,9059,321,405,38178,1.26,118.93
3. Normal User,9244,179,226,21864,1.26,122.15
1. Very Low Score,9033,99,125,28086,1.26,283.7
2. Low Score,9046,196,247,28147,1.26,143.61
4. Good User,9027,27,34,2593,1.26,96.04
3. Normal User,8965,447,563,60929,1.26,136.31
3. Normal User,8852,19,24,2396,1.26,126.11
2. Low Score,8994,326,412,68378,1.26,209.75
3. Normal User,9036,1577,1990,224655,1.26,142.46
1. Very Low Score,8968,23,29,6953,1.26,302.3
2. Low Score,9717,190,240,45847,1.26,241.3
4. Good User,9588,23,29,3679,1.26,159.96
2. Low Score,9517,322,405,62340,1.26,193.6
2. Low Score,9698,581,730,122040,1.26,210.05
1. Very Low Score,9523,492,622,155683,1.26,316.43
2. Low Score,9707,61,77,12504,1.26,204.98
2. Low Score,9667,19,24,2861,1.26,150.58
1. Very Low Score,9598,145,182,24495,1.26,168.93
2. Low Score,8409,389,492,50645,1.26,130.19
2. Low Score,9381,101,127,27633,1.26,273.59
2. Low Score,10192,39,49,6952,1.26,178.26
2. Low Score,10598,1667,2093,338640,1.26,203.14
1. Very Low Score,1834,19,24,2843,1.26,149.63
1. Very Low Score,8821,293,369,78664,1.26,268.48
3. Normal User,8568,860,1080,155009,1.26,180.24
3. Normal User,8567,360,454,67278,1.26,186.88
3. Normal User,8702,221,279,46092,1.26,208.56
3. Normal User,8423,1606,2030,302395,1.26,188.29
3. Normal User,8665,745,937,168246,1.26,225.83
1. Very Low Score,8565,152,192,32719,1.26,215.26
3. Normal User,8537,38,48,3847,1.26,101.24
3. Normal User,8807,4746,5991,1215698,1.26,256.15
3. Normal User,8800,2357,2981,613333,1.26,260.22
3. Normal User,10739,1512,1904,387661,1.26,256.39
1. Very Low Score,10718,19,24,2455,1.26,129.21
1. Very Low Score,10692,446,564,89685,1.26,201.09
0. No activity for 3 weeks,9362,19,24,2501,1.26,131.63
3. Normal User,9978,1821,2295,570609,1.26,313.35
3. Normal User,10366,975,1227,232067,1.26,238.02
1. Very Low Score,8621,31,39,6446,1.26,207.94
4. Good User,10896,23,29,2039,1.26,88.65
3. Normal User,10784,31,39,4344,1.26,140.13
3. Normal User,8426,183,231,34300,1.26,187.43
3. Normal User,10389,114,144,32358,1.26,283.84
3. Normal User,10228,47,59,8473,1.26,180.28
2. Low Score,8690,35,44,2750,1.26,78.57
1. Very Low Score,9043,54,68,14844,1.26,274.89
3. Normal User,10651,39,49,11139,1.26,285.62
1. Very Low Score,9762,27,34,7822,1.26,289.7
4. Good User,9143,19,24,1825,1.26,96.05
3. Normal User,16,19,24,6258,1.26,329.37
2. Low Score,9244,53,67,6586,1.26,124.26
2. Low Score,9576,47,59,8823,1.26,187.72
2. Low Score,10538,27,34,2330,1.26,86.3
4. Good User,10167,19,24,3427,1.26,180.37
1. Very Low Score,8691,19,24,3121,1.26,164.26
0. No activity for 3 weeks,8404,27,34,9647,1.26,357.3
2. Low Score,8948,1155,1446,239009,1.25,206.93
3. Normal User,207,16,20,4612,1.25,288.25
2. Low Score,9258,116,145,27295,1.25,235.3
2. Low Score,9077,1305,1625,324513,1.25,248.67
1. Very Low Score,8921,277,346,92182,1.25,332.79
3. Normal User,9157,998,1243,153193,1.25,153.5
1. Very Low Score,2,57,71,8887,1.25,155.91
2. Low Score,2,318,396,64448,1.25,202.67
1. Very Low Score,140,24,30,5597,1.25,233.21
3. Normal User,8641,1067,1338,248218,1.25,232.63
1. Very Low Score,9217,12,15,721,1.25,60.08
1. Very Low Score,8533,40,50,10444,1.25,261.1
1. Very Low Score,329,12,15,2522,1.25,210.17
1. Very Low Score,8953,16,20,2436,1.25,152.25
2. Low Score,9040,1328,1661,285439,1.25,214.94
2. Low Score,9223,8,10,1199,1.25,149.88
4. Good User,8968,20,25,3917,1.25,195.85
3. Normal User,9612,729,914,112746,1.25,154.66
2. Low Score,9614,148,185,30848,1.25,208.43
2. Low Score,10164,776,967,163580,1.25,210.8
4. Good User,10192,8,10,1107,1.25,138.38
3. Normal User,10516,691,864,151883,1.25,219.8
1. Very Low Score,10140,270,338,77775,1.25,288.06
3. Normal User,10558,2095,2629,350758,1.25,167.43
4. Good User,10643,12,15,1265,1.25,105.42
3. Normal User,10194,740,922,101596,1.25,137.29
